Datetime,Open,High,Low,Close,Adj Close,Volume,adx,di_plus,di_minus,ema_9,ema_21,signal,return
2022-10-05 09:30:00-04:00,373.6802978515625,374.79998779296875,373.6300048828125,374.6099853515625,374.6099853515625,4205616,0.0,0.0,0.0,,,,0.0
2022-10-05 09:35:00-04:00,374.6199951171875,375.17999267578125,373.7699890136719,374.0,374.0,1587067,0.0,0.0,0.0,,,,0.0
2022-10-05 09:40:00-04:00,374.010009765625,374.3399963378906,373.4100036621094,373.6099853515625,373.6099853515625,1142837,0.0,0.0,0.0,,,,0.0
2022-10-05 09:45:00-04:00,373.6181945800781,374.80499267578125,373.4599914550781,374.360107421875,374.360107421875,1322656,0.0,0.0,0.0,,,,0.0
2022-10-05 09:50:00-04:00,374.360107421875,374.7099914550781,373.7699890136719,373.91009521484375,373.91009521484375,1443990,0.0,0.0,0.0,,,,0.0
2022-10-05 09:55:00-04:00,373.9100036621094,374.54998779296875,373.9100036621094,374.3089904785156,374.3089904785156,557699,0.0,0.0,0.0,,,,0.0
2022-10-05 10:00:00-04:00,374.2799987792969,374.3399963378906,372.2699890136719,372.4700012207031,372.4700012207031,2769198,0.0,0.0,0.0,,,,0.0
2022-10-05 10:05:00-04:00,372.4599914550781,372.8299865722656,372.0299987792969,372.10009765625,372.10009765625,1442561,0.0,0.0,0.0,,,,0.0
2022-10-05 10:10:00-04:00,372.1099853515625,372.8399963378906,372.0,372.2900085449219,372.2900085449219,1157707,0.0,0.0,0.0,373.28794367523443,,,0.0
2022-10-05 10:15:00-04:00,372.2799987792969,372.2799987792969,371.5201110839844,371.70001220703125,371.70001220703125,1317556,0.0,0.0,0.0,372.9703573815938,,,0.0
2022-10-05 10:20:00-04:00,371.70001220703125,372.3900146484375,371.5199890136719,371.6499938964844,371.6499938964844,1426719,0.0,0.0,0.0,372.7062846845719,,,0.0
2022-10-05 10:25:00-04:00,371.6400146484375,371.9949951171875,371.42999267578125,371.5199890136719,371.5199890136719,958913,0.0,0.0,0.0,372.46902555039196,,,0.0
2022-10-05 10:30:00-04:00,371.5198974609375,371.82000732421875,370.95001220703125,371.1300048828125,371.1300048828125,1327176,0.0,0.0,0.0,372.2012214168761,,,0.0
2022-10-05 10:35:00-04:00,371.1499938964844,371.8500061035156,371.0799865722656,371.7799987792969,371.7799987792969,878591,0.0,0.0,0.0,372.1169768893603,,,0.0
2022-10-05 10:40:00-04:00,371.7522888183594,372.2749938964844,371.4800109863281,372.07000732421875,372.07000732421875,1052393,0.0,0.0,0.0,372.10758297633197,,,0.0
2022-10-05 10:45:00-04:00,372.0899963378906,372.2850036621094,371.739990234375,371.7601013183594,371.7601013183594,661302,0.0,23.376235897156164,10.004223311522534,372.03808664473746,,,0.0
2022-10-05 10:50:00-04:00,371.7695007324219,371.8999938964844,371.2799987792969,371.8476867675781,371.8476867675781,695548,0.0,25.825118668440233,9.522112950733092,372.0000066693056,,,0.0
2022-10-05 10:55:00-04:00,371.8476867675781,371.8999938964844,371.1600036621094,371.3500061035156,371.3500061035156,526394,0.0,25.26461480326369,8.966697437699509,371.87000655614764,,,0.0
2022-10-05 11:00:00-04:00,371.3399963378906,372.17999267578125,371.2099914550781,372.04998779296875,372.04998779296875,774293,0.0,23.34256666508955,10.480556501306262,371.9060028035119,,,0.0
2022-10-05 11:05:00-04:00,372.0711975097656,372.08990478515625,371.4599914550781,371.7200012207031,371.7200012207031,970839,0.0,22.163384603936745,9.95111668457344,371.86880248695013,,,0.0
2022-10-05 11:10:00-04:00,371.7099914550781,372.1600036621094,371.3900146484375,372.1099853515625,372.1099853515625,753956,0.0,20.78142307612468,9.898288638667925,371.9170390598726,372.43610780498466,,0.0
2022-10-05 11:15:00-04:00,372.1000061035156,372.5880126953125,371.7829895019531,372.57000732421875,372.57000732421875,626981,0.0,19.418169324568478,12.736719441324448,372.04763271274186,372.4482804885514,,0.0
2022-10-05 11:20:00-04:00,372.5799865722656,372.7200012207031,372.2200012207031,372.7001037597656,372.7001037597656,665134,0.0,18.60195123827285,13.310941622983641,372.17812692214665,372.4711735132072,,0.0
2022-10-05 11:25:00-04:00,372.70001220703125,372.8299865722656,372.30999755859375,372.57000732421875,372.57000732421875,789338,0.0,17.765603765798843,13.663453628120624,372.2565030025611,372.4801584051173,,0.0
2022-10-05 11:30:00-04:00,372.55999755859375,372.67999267578125,372.25,372.55621337890625,372.55621337890625,531159,0.0,17.618834889093453,13.137447487910062,372.31644507783017,372.4870724936436,,0.0
2022-10-05 11:35:00-04:00,372.55621337890625,373.42999267578125,372.5199890136719,373.3500061035156,373.3500061035156,912626,0.0,16.197654448879337,18.72573422266276,372.52315728296725,372.56552100363194,,0.0
2022-10-05 11:40:00-04:00,373.3500061035156,373.3999938964844,373.010009765625,373.07000732421875,373.07000732421875,583305,0.0,15.6163030229615,18.053647265501095,372.63252729121757,372.6113833964126,,0.0
2022-10-05 11:45:00-04:00,373.1982116699219,373.2550048828125,372.6650085449219,372.6913146972656,372.6913146972656,453975,26.271879822861504,17.984039282529192,17.056273744522287,372.6442847724272,372.6186498783083,,0.0
2022-10-05 11:50:00-04:00,372.6990051269531,373.1400146484375,372.5799865722656,373.010009765625,373.010009765625,450609,24.75051676745286,17.834244996445598,16.144548554109623,372.7174297710668,372.6542280498826,,0.0
2022-10-05 11:55:00-04:00,373.010009765625,373.2099914550781,372.8299865722656,373.0398864746094,373.0398864746094,343133,23.18238638212509,17.163808694171376,16.2298900036103,372.7819211117753,372.6892879066759,,0.0
2022-10-05 12:00:00-04:00,373.04998779296875,373.1099853515625,372.2300109863281,372.5799865722656,372.5799865722656,726415,22.841737344063347,21.536686168254466,14.83876523065177,372.74153420387336,372.6793514217295,Buy Call,0.0
2022-10-05 12:05:00-04:00,372.5899963378906,374.0400085449219,372.58990478515625,373.8500061035156,373.8500061035156,739763,21.68364686539967,18.67635291919771,21.3280318172764,372.9632285838018,372.78577457461915,Sell,1.27001953125
2022-10-05 12:10:00-04:00,373.82000732421875,374.7300109863281,373.760009765625,374.30499267578125,374.30499267578125,898811,21.57230515936988,17.05564935869291,25.650128672416177,373.2315814021978,372.9238853110884,,0.0
2022-10-05 12:15:00-04:00,374.31500244140625,375.19000244140625,374.30999755859375,374.8599853515625,374.8599853515625,1043106,22.005318700520352,15.71565074671881,27.718443133430625,373.55726219207077,373.09989440567693,,0.0
2022-10-05 12:20:00-04:00,374.8810119628906,374.9490051269531,374.5,374.8045959472656,374.8045959472656,662278,22.40740270301722,15.068802006576146,26.577565144441262,373.80672894310976,373.2548672730941,,0.0
2022-10-05 12:25:00-04:00,374.79998779296875,374.82501220703125,374.32000732421875,374.4750061035156,374.4750061035156,422403,22.40770847262803,16.045740880586916,25.315488747195943,373.94038437519094,373.3657889849506,,0.0
2022-10-05 12:30:00-04:00,374.489990234375,374.67999267578125,374.25,374.3023986816406,374.3023986816406,533197,22.260651365729537,16.055559482513328,24.25916634512278,374.0127872364809,373.45093532101333,,0.0
2022-10-05 12:35:00-04:00,374.3299865722656,374.59991455078125,374.1700134277344,374.5400085449219,374.5400085449219,492827,21.949480489620818,16.165207034254028,23.21614663179195,374.1182314981691,373.5499419777323,,0.0
2022-10-05 12:40:00-04:00,374.5979919433594,374.8399963378906,374.2900085449219,374.8299865722656,374.8299865722656,410904,22.021842144831282,15.261194748141186,24.35899904770651,374.26058251298844,373.66630966814444,,0.0
2022-10-05 12:45:00-04:00,374.8299865722656,375.8900146484375,374.6300048828125,375.84991455078125,375.84991455078125,1117665,23.326748621409926,13.410841542473879,31.509477379001595,374.57844892054703,373.8648192029296,,0.0
2022-10-05 12:50:00-04:00,375.8399963378906,376.0199890136719,375.4800109863281,375.7699890136719,375.7699890136719,850111,24.66260596680994,12.700179961631534,31.11526400698833,374.816756939172,374.03801645845164,,0.0
2022-10-05 12:55:00-04:00,375.7850036621094,375.79998779296875,375.17498779296875,375.25390625,375.25390625,644897,25.20780048985684,14.937180678512119,29.187339895186486,374.90418680133763,374.14855189404693,,0.0
2022-10-05 13:00:00-04:00,375.2699890136719,375.6300048828125,375.1449890136719,375.54998779296875,375.54998779296875,589267,25.64595675979535,14.50629497779308,27.75037576480707,375.0333469996639,374.2759551575853,,0.0
2022-10-05 13:05:00-04:00,375.55999755859375,376.31500244140625,375.5150146484375,375.8699951171875,375.8699951171875,946733,26.791035282251077,13.339726017721034,32.40462472934206,375.2006766231686,374.4208678811855,,0.0
2022-10-05 13:10:00-04:00,375.8699951171875,376.32000732421875,375.8699951171875,376.32000732421875,376.32000732421875,473382,27.859250916214343,12.72004502053736,30.950971033825702,375.42454276337867,374.5935169214612,,0.0
2022-10-05 13:15:00-04:00,376.30999755859375,376.95001220703125,376.20001220703125,376.94500732421875,376.94500732421875,983593,29.426250158378362,11.741113719114056,35.03366038015411,375.72863567554674,374.80728877625734,,0.0
2022-10-05 13:20:00-04:00,376.95001220703125,377.5400085449219,376.8529968261719,376.8529968261719,376.8529968261719,1293502,31.32000571114478,10.912636056536424,38.62138918933405,375.9535079056718,374.99326223534047,,0.0
2022-10-05 13:25:00-04:00,376.8699951171875,376.9549865722656,376.5400085449219,376.6400146484375,376.6400146484375,833778,32.35087488429175,13.74373674170343,36.9264478144743,376.09080925422495,375.14296700016746,,0.0
2022-10-05 13:30:00-04:00,376.70001220703125,376.7699890136719,376.2298889160156,376.2699890136719,376.2699890136719,627824,32.62971002378334,16.274609925963688,34.78664769979654,376.12664520611435,375.2454235468497,,0.0
2022-10-05 13:35:00-04:00,376.2799987792969,376.6549987792969,376.1199951171875,376.6412048339844,376.6412048339844,778907,32.652480951987954,16.52297426428382,32.761456384234265,376.2295571316884,375.372312754771,,0.0
2022-10-05 13:40:00-04:00,376.6449890136719,376.6449890136719,376.1099853515625,376.5498962402344,376.5498962402344,997579,32.65107683893361,15.658551475096766,30.828631922593853,376.2936249533976,375.47936579890404,,0.0
2022-10-05 13:45:00-04:00,376.54998779296875,377.010009765625,376.29998779296875,376.8500061035156,376.8500061035156,886057,33.060206630049876,14.440899502480416,32.42907872367429,376.4049011834212,375.60396946295964,,0.0
2022-10-05 13:50:00-04:00,376.8500061035156,376.9200134277344,376.2300109863281,376.4150085449219,376.4150085449219,756276,33.26907015174816,14.117335490969769,29.98851539954433,376.40692265572136,375.6777002885925,,0.0
2022-10-05 13:55:00-04:00,376.4200134277344,376.54998779296875,375.7799987792969,375.8299865722656,375.8299865722656,732192,32.423524007370446,17.793847544071735,27.50122710159259,376.2915354390302,375.6915444961991,,0.0
2022-10-05 14:00:00-04:00,375.8299865722656,376.4800109863281,375.67999267578125,376.29998779296875,376.29998779296875,672875,31.421769894028603,17.34431525613699,25.16572290228225,376.2932259098179,375.74685752317816,,0.0
2022-10-05 14:05:00-04:00,376.29998779296875,376.6000061035156,376.1600036621094,376.2099914550781,376.2099914550781,824162,30.673774590034498,16.513676491791397,25.266569318179005,376.27657901887,375.78896060789634,,0.0
2022-10-05 14:10:00-04:00,376.39990234375,376.8599853515625,376.1700134277344,376.6300048828125,376.6300048828125,646151,30.363049566793325,15.278058506931325,26.195367281038234,376.3472641916585,375.86541917834325,,0.0
2022-10-05 14:15:00-04:00,376.6499938964844,377.239990234375,376.42999267578125,377.1000061035156,377.1000061035156,655859,30.583220379157655,13.957701625828673,27.985936264472222,376.4978125740299,375.9776543533589,,0.0
2022-10-05 14:20:00-04:00,377.1000061035156,377.1393127441406,376.7799987792969,377.0201110839844,377.0201110839844,547399,30.78766470492453,13.404297622551741,26.876331719297507,376.6022722760208,376.0724231470521,,0.0
2022-10-05 14:25:00-04:00,377.0199890136719,377.20001220703125,376.5,377.0199890136719,377.0199890136719,742946,30.250220060352145,15.446690131052723,24.81232087184265,376.6858156235511,376.158565498563,,0.0
2022-10-05 14:30:00-04:00,377.0199890136719,377.1700134277344,376.5,376.5899963378906,376.5899963378906,610079,29.751164318963497,14.313626645500378,22.99225880461859,376.666651766419,376.1977864839564,,0.0
2022-10-05 14:35:00-04:00,376.55999755859375,377.3399963378906,376.55499267578125,377.1000061035156,377.1000061035156,750534,29.567200425360944,13.101079199111245,22.87887190971584,376.75332263383837,376.2798064493709,,0.0
2022-10-05 14:40:00-04:00,377.1059875488281,377.2550048828125,376.8900146484375,377.19000244140625,377.19000244140625,604762,29.396376809872866,12.567979113859268,21.9479006225286,376.84065859535195,376.3625515395559,,0.0
2022-10-05 14:45:00-04:00,377.1940002441406,377.5,377.0299987792969,377.0899963378906,377.0899963378906,519345,29.646237998701075,11.89665979262417,23.55989144407485,376.8905261438597,376.4286828848591,,0.0
2022-10-05 14:50:00-04:00,377.1199951171875,377.6400146484375,376.8699951171875,377.2926025390625,377.2926025390625,662022,29.381414830859622,12.661679925079952,21.530758658983178,376.9709414229003,376.5072210352412,,0.0
2022-10-05 14:55:00-04:00,377.30999755859375,377.67999267578125,377.239990234375,377.67999267578125,377.67999267578125,646326,29.208976057046577,12.024388310427325,20.90437839266482,377.1127516734765,376.6138366389266,,0.0
2022-10-05 15:00:00-04:00,377.69000244140625,378.5400085449219,377.69000244140625,378.4200134277344,378.4200134277344,1255506,30.318698238921705,10.872495249451683,28.481453860531737,377.3742040243281,376.77803452881824,,0.0
2022-10-05 15:05:00-04:00,378.4200134277344,378.510009765625,377.94000244140625,378.2699890136719,378.2699890136719,759963,31.349154550662895,10.176650006706149,26.658626283179892,377.5533610221969,376.913666754714,,0.0
2022-10-05 15:10:00-04:00,378.260009765625,378.9100036621094,378.04998779296875,378.9024963378906,378.9024963378906,1227602,32.76408623574554,9.218058437381229,28.528536023434587,377.8231880853357,377.09446944409365,,0.0
2022-10-05 15:15:00-04:00,378.9024963378906,379.4599914550781,378.69500732421875,379.1199951171875,379.1199951171875,1534384,34.58959677725524,8.455136610769168,32.11773722921411,378.08254949170606,377.2786081416476,,0.0
2022-10-05 15:20:00-04:00,379.1300048828125,379.17999267578125,378.67999267578125,378.989990234375,378.989990234375,1029028,36.236163083158196,8.154996309018921,30.34967752803692,378.2640376402399,377.43418833189554,,0.0
2022-10-05 15:25:00-04:00,378.9801025390625,379.0,378.44500732421875,378.5050048828125,378.5050048828125,899476,37.0053227424945,10.265642440465799,28.475845961775832,378.31223108875446,377.5315352910698,,0.0
2022-10-05 15:30:00-04:00,378.5199890136719,378.8599853515625,378.44000244140625,378.54998779296875,378.54998779296875,1051641,37.70331602680202,9.830949890765469,27.111695728204378,378.3597824295973,377.62412188215154,,0.0
2022-10-05 15:35:00-04:00,378.5299987792969,378.781005859375,378.20001220703125,378.3299865722656,378.3299865722656,1288415,37.57664939562873,11.927712251164573,25.305654759199243,378.353823258131,377.68829139943466,,0.0
2022-10-05 15:40:00-04:00,378.3299865722656,378.5199890136719,378.05999755859375,378.4100036621094,378.4100036621094,1609578,37.0282050441739,12.922585163094974,23.94559020593963,378.3650593389267,377.75390160513234,,0.0
2022-10-05 15:45:00-04:00,378.4100036621094,378.6400146484375,377.8800048828125,377.9898986816406,377.9898986816406,1646084,35.98194728894911,13.861786386371397,21.855536231798872,378.2900272074695,377.77535588481487,,0.0
2022-10-05 15:50:00-04:00,377.9700012207031,377.9700012207031,376.5299987792969,376.8450012207031,376.8450012207031,3102680,34.59783650667319,25.884830380114714,18.512861633633133,378.00102201011623,377.69077818807745,Buy Call,0.0
2022-10-05 15:55:00-04:00,376.8599853515625,377.2854919433594,376.4700012207031,377.1499938964844,377.1499938964844,4431299,33.40204711169587,24.323813609144317,16.95308634004921,377.83081638738986,377.6416159797508,Sell,0.30499267578125
2022-10-06 09:30:00-04:00,375.8299865722656,377.04998779296875,375.7200012207031,376.8599853515625,376.8599853515625,3925756,33.27837666880391,28.184298104255813,14.625995258305489,377.63665018022436,377.5705586499155,Buy Call,0.0
2022-10-06 09:35:00-04:00,376.8599853515625,377.6199951171875,376.1600036621094,377.6007080078125,377.6007080078125,1370901,32.02564147811876,24.4883540558685,17.827761864758042,377.629461745742,377.57329950063337,,0.0
